0,1
1,1
2,0
3,1
4,1
5,0
6,1
7,0
8,1
9,1
10,1
11,0
12,0
13,0
14,0
15,1
16,0
17,1
18,0
19,1
20,0
21,1
22,0
23,0
24,1
25,0
26,0
27,1
28,0
29,1
30,0
31,1
32,0
33,0
34,1
35,0
36,0
37,1
38,1
39,1
40,0
41,0
42,0
43,1
44,1
45,1
46,0
47,0
48,1
49,0
50,0
51,1
52,0
53,1
54,0
55,1
56,1
57,0
58,0
59,0
60,1
61,1
62,0
63,1
64,1
65,1
66,1
67,0
68,0
69,1
70,1
71,0
72,0
73,1
74,1
75,1
76,0
77,0
78,1
79,1
80,0
81,0
82,0
83,0
84,0
85,1
86,1
87,0
88,1
89,1
90,0
91,0
92,1
93,0
94,1
95,0
96,1
97,0
98,0
99,1
100,1
101,1
102,1
103,1
104,1
105,1
106,1
107,0
108,0
109,1
110,1
111,0
112,0
113,0
114,1
115,1
116,0
117,1
118,0
119,0
120,1
121,1
122,0
123,0
124,0
125,1
126,0
127,0
128,0
129,0
130,0
131,0
132,1
133,1
134,1
135,1
136,0
137,1
138,1
139,1
140,1
141,1
142,0
143,1
144,1
145,1
146,0
147,0
148,1
149,0
150,1
151,1
152,0
153,1
154,0
155,0
156,0
157,1
158,0
159,1
160,1
161,0
162,0
163,1
164,0
165,1
166,1
167,1
168,1
169,0
170,0
171,1
172,0
173,1
174,0
175,0
176,0
177,1
178,1
179,1
180,1
181,1
182,1
183,0
184,0
185,1
186,0
187,1
188,1
189,0
190,1
191,1
192,1
193,0
194,1
195,1
196,1
197,1
198,1
199,1
200,1
201,0
202,0
203,1
0,1
1,1
2,0
3,1
4,1
5,0
6,1
7,1
8,1
9,1
10,0
11,1
12,1
13,0
14,0
15,1
16,0
17,1
18,0
19,0
20,1
21,0
22,0
23,1
24,0
25,0
26,0
27,0
28,0
29,1
30,0
31,0
32,0
33,0
34,1
35,0
36,1
37,1
38,1
39,0
40,0
41,0
42,0
43,1
44,1
45,0
46,1
47,0
48,1
49,1
50,1
51,0
52,0
53,1
54,1
55,1
56,1
57,0
58,1
59,1
60,1
61,1
62,1
63,1
64,1
65,1
66,1
67,1
68,0
69,0
70,0
71,0
72,1
73,1
74,1
75,1
76,0
77,0
78,1
79,0
80,1
81,1
82,0
83,0
84,0
85,0
86,1
87,0
88,1
89,0
90,1
91,0
92,1
93,0
94,0
95,0
96,0
97,0
98,0
99,1
100,0
101,1
102,1
103,1
104,1
105,0
106,0
107,1
108,1
109,1
110,1
111,0
112,1
113,1
114,1
115,0
116,1
117,1
118,0
119,0
120,1
121,1
122,1
123,0
124,1
125,1
126,0
127,0
128,0
129,1
130,1
131,1
132,1
133,1
134,0
135,1
136,1
137,0
138,1
139,1
140,1
141,0
142,0
143,0
144,1
145,1
146,0
147,0
148,1
149,1
150,1
151,1
152,1
153,1
154,0
155,1
156,1
157,1
158,1
159,1
160,1
161,0
162,1
163,0
164,0
165,0
166,1
167,0
168,1
169,1
170,0
171,1
172,1
173,1
174,1
175,0
176,1
177,0
178,1
179,0
180,1
181,0
182,1
183,1
184,1
185,0
186,1
187,1
188,1
189,1
190,0
191,1
192,0
193,0
194,1
195,1
196,0
197,1
198,0
199,0
200,1
201,0
202,1
203,1
0,1
1,0
2,0
3,1
4,1
5,0
6,1
7,0
8,0
9,1
10,1
11,0
12,1
13,1
14,0
15,1
16,1
17,1
18,0
19,1
20,1
21,1
22,1
23,1
24,1
25,0
26,0
27,0
28,0
29,1
30,0
31,0
32,0
33,0
34,1
35,0
36,1
37,1
38,0
39,1
40,0
41,0
42,0
43,1
44,1
45,1
46,1
47,0
48,1
49,1
50,0
51,0
52,0
53,0
54,0
55,1
56,0
57,0
58,1
59,1
60,0
61,1
62,1
63,1
64,1
65,1
66,0
67,1
68,0
69,1
70,1
71,1
72,1
73,0
74,1
75,1
76,0
77,1
78,1
79,1
80,1
81,0
82,1
83,0
84,0
85,0
86,1
87,0
88,1
89,1
90,1
91,1
92,1
93,1
94,1
95,0
96,0
97,1
98,0
99,0
100,1
101,0
102,1
103,1
104,1
105,0
106,1
107,0
108,1
109,1
110,1
111,1
112,1
113,1
114,1
115,1
116,0
117,1
118,0
119,0
120,1
121,1
122,1
123,0
124,0
125,1
126,0
127,0
128,0
129,0
130,1
131,0
132,1
133,1
134,1
135,1
136,1
137,1
138,1
139,1
140,1
141,1
142,0
143,1
144,1
145,1
146,0
147,0
148,1
149,0
150,1
151,1
152,1
153,1
154,1
155,1
156,0
157,1
158,0
159,0
160,1
161,0
162,0
163,1
164,0
165,1
166,1
167,1
168,1
169,0
170,0
171,1
172,1
173,1
174,1
175,0
176,0
177,0
178,0
179,0
180,1
181,1
182,1
183,0
184,1
185,1
186,0
187,1
188,1
189,1
190,0
191,1
192,1
193,1
194,1
195,0
196,1
197,1
198,0
199,1
200,1
201,0
202,1
203,1
